Stock Name,RS Rating,Basic Industry,EPS Latest Quarter,QoQ % EPS Latest,YoY% EPS Latest,Sales Latest Quarter,QoQ % Sales Latest,YoY % Sales Latest
APTUS,71,Housing Finance,3.81,4.7,17.2,450.05,6.8,28
SRGHFL,65,Housing Finance,4.01,-13.4,-3.8,38.94,7.8,22.4
LICHSGFIN,48,Housing Finance,26.09,8,22.6,7069.99,1.9,3.9
VHL,48,Housing Finance,206.05,33.2,22.6,6.57,-11.6,-15.8
MUTHOOTCAP,45,Housing Finance,7.64,-21.4,24,125.68,15.6,30.9
CANFINHOME,40,Housing Finance,15.93,0.3,6,986.11,2.5,9.4
BAJAJHFL,39,Housing Finance,0.66,-1.5,1.5,2448.86,1.6,25.8
HUDCO,36,Housing Finance,3.67,6.7,41.7,2760.23,9.6,37.1
GICHSGFIN,34,Housing Finance,9.22,36,38.2,269.26,2,3.1
SAMMAANCAP,21,Housing Finance,4.08,110.7,-2.6,2016.52,-16.8,-5.9
REPCOHOME,19,Housing Finance,17.03,-5.3,6.8,435.93,5,12.5
BAIDFIN,5,Housing Finance,0.39,143.8,0,21.34,8.5,21.2
FUSION,5,Housing Finance,-71.48,-135.8,-664.2,473.81,-31.5,-20.1
TRU,0,Housing Finance,0.11,0,-66.7,51.55,-10.5,29.9
WINDMACHIN,99,Industrial Products & Manufacturing,6.42,260.5,2277.8,107.65,81.2,23.6
NITIRAJ,97,Industrial Products & Manufacturing,6.35,21066.7,195.3,37.08,194.8,82.4
KRN,96,Industrial Products & Manufacturing,2.12,-19.7,24,111.46,22.4,69.8
JASH,94,Industrial Products & Manufacturing,5.6,118.7,-70.4,180.68,29.4,29.8
AARON,92,Industrial Products & Manufacturing,1.72,-1.7,38.7,18.33,0,24.6
SUNCLAY,90,Industrial Products & Manufacturing,-20.03,NA,NA,529.35,-5.9,-6.2
INTERARCH,86,Industrial Products & Manufacturing,16.95,36.4,NA,363.62,12.5,NA
BALUFORGE,86,Industrial Products & Manufacturing,5.39,22.2,109.7,255.78,14.7,73.8
CRAFTSMAN,84,Industrial Products & Manufacturing,5.42,-79,-84.4,1576.09,29.8,39.5
DIFFNKG,84,Industrial Products & Manufacturing,1.71,-43.4,NA,73.54,-10.8,NA
AJAXENGG,81,Industrial Products & Manufacturing,8.83,NA,21.8,770,NA,12.4
LMW,79,Industrial Products & Manufacturing,18.07,-21.1,-80.5,766.43,-0.3,-36.9
LGBBROSLTD,74,Industrial Products & Manufacturing,23.61,-2.9,1.9,676.9,2.4,12.7
JYOTICNC,72,Industrial Products & Manufacturing,3.53,5.4,41.2,449.51,4.4,18.9
PREMIER,70,Industrial Products & Manufacturing,-0.63,1.6,17.1,0,-100,-100
GUJAPOLLO,69,Industrial Products & Manufacturing,1.97,-51.6,-48.4,6.23,-36.7,-54.8
PIXTRANS,68,Industrial Products & Manufacturing,16.33,-45.1,0.4,139.52,-12.3,9
BAJAJINDEF,68,Industrial Products & Manufacturing,2.21,NA,NA,44.22,-45.4,NA
TEGA,66,Industrial Products & Manufacturing,8.15,647.7,49.8,409.27,15.8,20.3
LAKPRE,65,Industrial Products & Manufacturing,NA,NA,NA,NA,NA,NA
GALAPREC,65,Industrial Products & Manufacturing,4.19,1.7,NA,58.12,13.4,NA
VESUVIUS,63,Industrial Products & Manufacturing,29.53,-12.5,4.7,508.64,14.5,22
MAZDA,60,Industrial Products & Manufacturing,3.71,-83.5,-82.1,46.78,-17.7,-13.5
MAHEPC,59,Industrial Products & Manufacturing,2.27,329.3,278.3,81.45,62.8,1.4
KIRLPNU,59,Industrial Products & Manufacturing,5.55,-46.7,1.5,340.03,-21.1,10.2
ESCORTS,58,Industrial Products & Manufacturing,28.66,-1.1,11.1,2948.02,18.5,25.9
SHANTIGEAR,58,Industrial Products & Manufacturing,3.43,2.4,47.2,157.51,1.5,25.4
GMMPFAUDLR,57,Industrial Products & Manufacturing,9.23,139.7,29.6,801.48,-0.5,-6.4
CUMMINSIND,56,Industrial Products & Manufacturing,18.54,14,12.6,3086.01,23.8,21.8
INOXINDIA,53,Industrial Products & Manufacturing,6.43,17.8,18.6,333.63,8.8,14.8
RPEL,53,Industrial Products & Manufacturing,2.14,12,64.6,55.04,12,73.2
HARSHA,52,Industrial Products & Manufacturing,3.4,-5.6,0.9,268.04,-1.5,3.5
KABRAEXTRU,51,Industrial Products & Manufacturing,1.89,-48.2,83.5,121.17,-5.4,-2.2
SGLTL,51,Industrial Products & Manufacturing,0.81,-57.1,NA,140.14,-54.4,NA
ACE,49,Industrial Products & Manufacturing,9.38,17.8,25.4,875.11,15.6,16.2
INDIANCARD,49,Industrial Products & Manufacturing,-0.42,-103.2,68.9,10.56,-6.1,-16.8
HMT,48,Industrial Products & Manufacturing,-1.44,-92,-73.5,29.19,-29.9,-9.8
INGERRAND,48,Industrial Products & Manufacturing,24.6,28.6,40.3,385.32,19.6,17
ESABINDIA,45,Industrial Products & Manufacturing,26.23,-6.5,6.2,337.49,-0.4,11.9
ISGEC,45,Industrial Products & Manufacturing,2.73,-78.3,-67.9,1496.66,-9,0.3
VSTTILLERS,44,Industrial Products & Manufacturing,1.97,-96.2,-90,219.1,-22.7,28.9
CONTROLPR,43,Industrial Products & Manufacturing,5.17,-40.1,-37.9,103.34,1.5,16.5
MANUGRAPH,39,Industrial Products & Manufacturing,-1.5,75,-47.1,6.41,-48.5,-72.4
TIMKEN,37,Industrial Products & Manufacturing,9.88,-17.4,8.9,671.43,-10.8,9.7
ELECON,35,Industrial Products & Manufacturing,4.79,22.5,18.9,528.89,4.1,11.7
THERMAX,35,Industrial Products & Manufacturing,9.73,-41.2,-51.5,2507.76,-4,7.9
BHEL,34,Industrial Products & Manufacturing,0.39,25.8,129.4,7277.09,10.5,32.2
YUKEN,34,Industrial Products & Manufacturing,3.46,-36,-20.8,106.85,-7.7,-0.6
CROWN,33,Industrial Products & Manufacturing,2.35,23.7,64.3,8.7,14.3,18.5
STERTOOLS,33,Industrial Products & Manufacturing,3.78,-22.1,-2.1,260.88,-8.1,12.4
BEARDSELL,31,Industrial Products & Manufacturing,0.62,-22.5,-1.6,60.7,-5.2,6.7
SKFINDIA,30,Industrial Products & Manufacturing,22.18,16.2,-17.3,1256.1,1,15
BOROSCI,29,Industrial Products & Manufacturing,0.48,-51.5,-47.8,101.45,-1.1,1.7
EIMCOELECO,27,Industrial Products & Manufacturing,10.73,-52.6,-18,45.84,-31.3,-5.1
ARENTERP,27,Industrial Products & Manufacturing,-0.26,-138.2,-123.9,0,-100,-100
GRINDWELL,26,Industrial Products & Manufacturing,7.84,-9.9,-6.8,702.61,1.3,6.5
ADORWELD,24,Industrial Products & Manufacturing,8.85,79.5,-35.7,273.96,1.8,5
ELGIEQUIP,22,Industrial Products & Manufacturing,2.54,-15.3,-5.9,847.59,-2.5,3.1
UNIPARTS,22,Industrial Products & Manufacturing,4.24,-9.8,-27,208.31,-13.7,-19.7
TRF,19,Industrial Products & Manufacturing,10.24,86.9,767.8,23.31,-28.8,-19.2
BEML,18,Industrial Products & Manufacturing,5.87,-52.2,-49.7,875.77,1.9,-16.4
CARBORUNIV,18,Industrial Products & Manufacturing,1.83,-70,-69.2,1255.45,2.6,9
DEEDEV,18,Industrial Products & Manufacturing,-1.93,-159.8,-207.2,162,-16.5,-22.7
PRITIKAUTO,15,Industrial Products & Manufacturing,0.19,-57.8,-24,80.65,-6,13.7
ROLEXRINGS,15,Industrial Products & Manufacturing,7.41,-59.1,-45.8,259.88,-13.5,-4.9
WENDT,14,Industrial Products & Manufacturing,41.1,-23.1,-14.6,53.4,-4.1,-2.1
CEWATER,8,Industrial Products & Manufacturing,-4.14,NA,NA,122.82,NA,NA
HLEGLAS,7,Industrial Products & Manufacturing,1.24,-33.7,134,231.03,-2,-3.5
MAMATA,7,Industrial Products & Manufacturing,3.56,NA,NA,73.44,NA,NA
MACPOWER,6,Industrial Products & Manufacturing,4.47,-46.2,-37.2,60.11,-15.5,-9.2
MARSHALL,6,Industrial Products & Manufacturing,NA,NA,NA,NA,NA,NA
SEMAC,6,Industrial Products & Manufacturing,-4.3,56.3,90.8,46.05,41.5,67
SANGHVIMOV,5,Industrial Products & Manufacturing,2.13,-37.4,-85.1,119.05,-7.5,-28.8
KIRLOSENG,5,Industrial Products & Manufacturing,4.91,-44.2,-21.9,1453.7,-3.1,4.6
TIL,4,Industrial Products & Manufacturing,-0.56,-80.6,-102,79.14,17,553.5
HERCULES,2,Industrial Products & Manufacturing,0.85,NA,-74.3,0,NA,-100
LOKESHMACH,0,Industrial Products & Manufacturing,-2.17,-214.8,-174.3,51.79,-31.3,-40.2
RVTH,0,Industrial Products & Manufacturing,0.65,-92.6,NA,42.3,114.2,NA
INDOTHAI,99,Investment Banking & Broking,0.95,-79.1,-82.7,5.54,-40.7,-40.8
JSWHL,99,Investment Banking & Broking,17.48,-83.8,-44.2,29.22,-82,6.8
CHOICEIN,92,Investment Banking & Broking,1.47,-36.6,-25.8,209.34,-15.4,1
DHANI,88,Investment Banking & Broking,0.08,-69.2,105.6,94.91,-7.5,8.9
NDGL,88,Investment Banking & Broking,110.2,-4.2,30.3,1.93,-48.5,-84
KEYFINSERV,83,Investment Banking & Broking,8.02,-35.4,-42.8,6.65,-41.3,-52.6
ALMONDZ,82,Investment Banking & Broking,0.14,-12.5,-98.1,33.23,-2.4,10
BIRLAMONEY,80,Investment Banking & Broking,3.86,-18.4,44,106.03,-15.6,4.6
ISEC,76,Investment Banking & Broking,15.52,-5,7.7,1585.97,-7.1,19.9
STEELCITY,75,Investment Banking & Broking,3.21,-5.9,64.6,16.28,-12.2,19.1
EMKAY,74,Investment Banking & Broking,3.43,-67.1,-31.9,76.49,-29.2,1.6
21STCENMGM,69,Investment Banking & Broking,-3.54,-253.2,-123.1,-2.18,-115.5,-113.1
CREST,69,Investment Banking & Broking,5.11,-18.8,16.4,43.98,24.1,-14.9
MONARCH,68,Investment Banking & Broking,5.16,-8.2,-55,76.65,-26.3,1
PRIMESECU,68,Investment Banking & Broking,2.44,-52.5,1.2,21.18,-29.1,17.8
MOTILALOFS,67,Investment Banking & Broking,9.42,-49.7,-15.2,1998.63,-29.6,12
THEINVEST,55,Investment Banking & Broking,0.77,-80.3,-36.9,76.99,-30.8,15.1
ARIHANTCAP,48,Investment Banking & Broking,1.18,-38.9,-39.8,51.79,-32.2,-28.8
KHANDSE,48,Investment Banking & Broking,0.35,118.7,29.6,2.7,-14.8,21.1
DBSTOCKBRO,38,Investment Banking & Broking,0.29,-29.3,-68.5,9.15,-26.2,-30.8
SMCGLOBAL,38,Investment Banking & Broking,4.17,-3.7,-15.4,455.47,1,6.4
NAHARCAP,36,Investment Banking & Broking,3.88,-54.7,38900,4.6,-68.5,15.6
ANGELONE,29,Investment Banking & Broking,31.19,-33.6,0.6,1262.21,-16.7,19.2
GEOJITFSL,24,Investment Banking & Broking,1.29,-35.8,-20.4,171.69,-21.4,12.7
PNBGILTS,21,Investment Banking & Broking,-0.56,-108.8,30.9,362.36,-27.6,-5.9
5PAISA,20,Investment Banking & Broking,5.18,-26.2,7,85.26,-15.4,-15
CENTRUM,18,Investment Banking & Broking,-1.26,-121.1,-88.1,877.48,12,52.5
BLBLIMITED,17,Investment Banking & Broking,-0.93,-257.6,-432.1,73.37,-57.1,65.4
VLSFINANCE,17,Investment Banking & Broking,-16.76,-214,-166,-57.8,-173,-151
INDBANK,16,Investment Banking & Broking,0.26,-65.3,-55.2,5.63,-30.9,-14.7
INVENTURE,15,Investment Banking & Broking,0,100,-100,11.29,-25.4,-30
GATECH,15,Investment Banking & Broking,0.02,100,-77.8,3.19,0.9,117
UGROCAP,14,Investment Banking & Broking,4.03,5.5,14.8,371.12,12.4,38.6
JIOFIN,13,Investment Banking & Broking,0.46,-57.4,0,438.35,-36.8,6
DOLATALGO,9,Investment Banking & Broking,2.12,-44.2,-12.8,93.87,-21.7,59
DELPHIFX,9,Investment Banking & Broking,-5.24,-3375,-269.6,12.58,-5.9,-41.4
IIFLCAPS,9,Investment Banking & Broking,6.36,-4.4,28.5,582.59,-9.7,4.2
SHAREINDIA,7,Investment Banking & Broking,3.76,-33.9,-89.3,342.2,-24.4,-8.5
GATECHDVR,5,Investment Banking & Broking,NA,NA,NA,NA,NA,NA
SPCENET,0,Investment Banking & Broking,0.02,-71.4,-81.8,38.83,-13.9,31.2
MAHASTEEL,98,Iron & Steel,0.63,350,-52.6,199.83,29.1,10.8
SARDAEN,97,Iron & Steel,5.6,0.9,65.7,1319.14,13.8,42.5
LLOYDSME,97,Iron & Steel,7.44,28.7,11.9,1675.17,22.8,-12.3
TIRUPATIFL,97,Iron & Steel,0.13,-48,-53.6,26.14,-19,-19.4
TEMBO,96,Iron & Steel,14.69,16.1,273.8,164.5,0.4,46
VISASTEEL,94,Iron & Steel,-1.49,-313.9,26.6,118.73,-21.2,32.3
STEELCAS,94,Iron & Steel,9.49,44.2,9.3,101.81,34.1,12.6
SUPREMEENG,94,Iron & Steel,-0.02,NA,NA,4.74,NA,NA
WELCORP,93,Iron & Steel,25.72,135.1,128.8,3613.51,9.4,-23.9
DCM,91,Iron & Steel,10.99,2717.9,27375,17.34,4.2,-7.5
SUNFLAG,90,Iron & Steel,2.78,23,35.6,892,3,4.5
SURAJLTD,90,Iron & Steel,3.72,5.4,-1.3,63.61,12.3,-31.7
PTCIL,89,Iron & Steel,9.5,-17.9,58.1,66.92,-7.5,20.6
KALYANIFRG,88,Iron & Steel,5,-53.7,18.2,58.62,-6,-2
SHYAMMETL,88,Iron & Steel,7.08,-8.3,39.4,3752.51,3.3,13.2
GALLANTT,87,Iron & Steel,4.71,130.9,114.1,1118.32,18.6,5.2
JSWSTEEL,87,Iron & Steel,2.93,62.8,-70.6,41378,4.3,-1.3
HISARMETAL,81,Iron & Steel,1.52,-26.9,-47.6,57.02,-12.2,6.9
PENIND,81,Iron & Steel,2.26,13.6,14.7,839.72,12.3,12.7
TATASTEEL,76,Iron & Steel,0.26,-61.2,-44.7,53648.3,-0.5,-3
GFSTEELS,75,Iron & Steel,-0.05,-25,NA,0,-100,-100
SGIL,75,Iron & Steel,3.83,42.4,100.5,97.12,9.2,10
JINDALSTEL,74,Iron & Steel,9.32,10.4,-50.9,11750.67,4.8,0.4
GPIL,72,Iron & Steel,2.16,-9.6,-87.3,1297.6,2.4,-0.9
APLAPOLLO,70,Iron & Steel,7.82,303.1,31.2,5432.73,13.8,30
VASWANI,68,Iron & Steel,0.59,-24.4,-23.4,102.34,0.2,-13.6
KSL,66,Iron & Steel,12.69,-17.1,-15.7,484.01,-1.6,0.9
USHAMART,66,Iron & Steel,3.04,-15.6,-15.3,860.54,-3.4,8
PRAKASH,65,Iron & Steel,4.68,-7.3,2.6,925.95,-14,4.6
RATNAVEER,65,Iron & Steel,2.13,-7.8,7,254.56,10.7,31.7
JINDALSAW,63,Iron & Steel,7.92,1.3,-52.5,5271.3,-5.4,-6.8
MAHSEAMLES,62,Iron & Steel,13.89,-15.5,-32.8,1408.11,9,-1.6
LLOYDSENGG,62,Iron & Steel,0.29,16,-3.3,229.72,8.3,14
JSL,61,Iron & Steel,7.95,7,-6.3,9907.3,1.3,8.5
SALSTEEL,61,Iron & Steel,-0.08,-500,65.2,193.82,56.9,49.6
IMFA,60,Iron & Steel,17.3,-25.4,-14.4,643.22,-7,-6.1
LLOYDSENT,56,Iron & Steel,0.15,-16.7,-71.7,290.3,-24.7,-10.4
AIAENG,55,Iron & Steel,27.48,1,-7.5,1066.22,2.1,-8.8
MANAKSTEEL,55,Iron & Steel,0.41,127.8,-49.4,142.3,36.2,6.5
ELECTHERM,54,Iron & Steel,69.33,48.6,-17.6,1081.23,32.9,-4.9
AZAD,54,Iron & Steel,4.05,13.8,38.2,120.48,8,34.9
BANSALWIRE,54,Iron & Steel,2.28,6,NA,929.26,32.6,NA
MAITHANALL,53,Iron & Steel,31.2,-36.9,6.2,531.09,14.4,18.5
RKFORGE,52,Iron & Steel,5.51,-47.5,14.8,1073.78,1.9,1.5
SAIL,50,Iron & Steel,0.34,-84.3,-68.5,24489.91,-0.8,4.9
SURYAROSNI,50,Iron & Steel,4.13,147.3,-50.5,1867.77,22.2,-3.6
VENUSPIPES,47,Iron & Steel,8.82,-24.1,-23.6,231.3,1,11.6
VSSL,44,Iron & Steel,2.63,-17.3,-5.1,426.77,-13.8,7.4
BEDMUTHA,42,Iron & Steel,0.65,-80.3,-68.8,273.57,8.8,42.7
PRAKASHSTL,42,Iron & Steel,0.04,33.3,-75,19.24,-0.2,-25.8
VRAJ,42,Iron & Steel,2.5,-20.1,-29.6,119.88,36.9,48.6
BHARATFORG,40,Iron & Steel,4.45,-15.1,-22.7,3475.55,-5.8,-10.1
SHAH,40,Iron & Steel,0.05,25,150,39.86,-18,208.8
RATNAMANI,39,Iron & Steel,18.73,30.8,-1.5,1316.3,35.5,4.7
RAMASTEEL,38,Iron & Steel,0.04,33.3,-71.4,275.17,4.6,4.8
ZENITHSTL,38,Iron & Steel,-0.01,66.7,-150,35.69,18.6,-22.2
KRIDHANINF,36,Iron & Steel,-0.02,-100.3,97.4,0,-100,-100
INCREDIBLE,36,Iron & Steel,0.65,47.7,116.7,161.87,-10.7,2
JAYNECOIND,36,Iron & Steel,0.79,332.4,-13.2,1656.84,34.7,6.5
MSPL,33,Iron & Steel,0.17,185,-19,716.85,9.2,-8.2
HILTON,32,Iron & Steel,0.19,-26.9,-82.2,40.29,-8,-3.6
JAIBALAJI,32,Iron & Steel,1.32,-84.3,-91,1486.39,-4.5,-3.4
JTLIND,32,Iron & Steel,0.65,-7.1,-64.9,451.43,-5.9,-20.4
HAPPYFORGE,32,Iron & Steel,6.85,-9.6,9.8,354.32,-1.9,3.6
HITECH,30,Iron & Steel,0.82,-5.7,-14.6,633.93,2,0.6
GOODLUCK,29,Iron & Steel,12.51,-11.3,11.2,941.98,-3.5,7.2
IMPEXFERRO,21,Iron & Steel,NA,NA,NA,NA,NA,NA
MIDHANI,18,Iron & Steel,1.35,6.3,87.5,237.96,-9.2,-5.6
GANGAFORGE,17,Iron & Steel,0.02,-33.3,-80,11.67,1.3,34.9
MUKANDLTD,17,Iron & Steel,1.03,-42.5,-27.5,1262.27,0,7.3
NELCAST,16,Iron & Steel,0.69,-39.5,-77,291.41,-11.8,-9.1
BHARATWIRE,14,Iron & Steel,2.17,-21.7,-44.8,161.82,6.3,2.9
SHAHALLOYS,13,Iron & Steel,-1.09,66,91,51.9,-21.8,-64.2
STEELXIND,12,Iron & Steel,0.13,550,NA,327.51,25.7,27.7
KIOCL,11,Iron & Steel,-0.79,30.1,-209.7,180.55,1015.9,-67.1
KAMDHENU,11,Iron & Steel,0.45,-92.1,-89.3,174.96,-8,12.8
HARIOMPIPE,10,Iron & Steel,3.63,-28.8,0.3,299.88,-4.6,7.1
ANKITMETAL,8,Iron & Steel,NA,NA,NA,NA,NA,NA
ATAM,6,Iron & Steel,1.38,-5.5,45.3,17.38,2.5,41.5
VSTL,6,Iron & Steel,1.81,285.1,-41.4,247.25,4.7,-1.5
DPWIRES,5,Iron & Steel,3.2,-17.7,-23.3,154.56,6.5,-39.1
KRITIKA,4,Iron & Steel,0.08,-11.1,14.3,178.93,12.8,93.6
SHYAMCENT,1,Iron & Steel,0,100,-100,32.67,2.8,2.5
SKYGOLD,99,Jewellery,2.49,-7.4,-64,997.97,29.8,116.7
LGHL,98,Jewellery,1.7,-13.7,-40.1,22.16,0.3,-18
GOLDIAM,97,Jewellery,4.66,125.1,50.8,279.63,104.1,38.5
PCJEWELLER,96,Jewellery,0.27,-30.8,106.5,639.45,26.6,1493.4
SILGO,90,Jewellery,0.55,27.9,10,10.15,56.9,15.9
DPABHUSHAN,89,Jewellery,16.51,48.6,118.4,1084.14,7.9,41.6
BANARBEADS,87,Jewellery,0.75,-64.1,-1.3,5.74,-50.5,48.3
KDDL,87,Jewellery,25.9,32.1,25.2,472.03,19.1,26.8
RADHIKAJWE,82,Jewellery,1.93,112.1,45.1,206.06,56.7,17.2
TBZ,82,Jewellery,4.48,148.9,36.6,927.85,63.6,25.2
THANGAMAYL,81,Jewellery,15.5,343.7,50.9,1132.46,-4.1,26.4
RGL,73,Jewellery,2.27,95.7,-24.1,710.15,72.5,8.3
RBZJEWEL,69,Jewellery,3.27,61.1,85.8,193.81,66.2,67.3
MVGJL,65,Jewellery,5.17,-5.5,31.2,497.63,-22.5,4.7
LYPSAGEMS,60,Jewellery,0,NA,-100,5.93,113.3,1062.7
TITAN,58,Jewellery,11.79,48.7,-1.3,17740,22.1,25.2
MOTISONS,54,Jewellery,0.16,45.5,-86.3,145.3,32.9,17.8
KALYANKJIL,39,Jewellery,2.12,66.9,15.8,7286.88,20.1,39.5
KANANIIND,30,Jewellery,0.04,300,-42.9,20.87,-56,-5.4
VAIBHAVGBL,27,Jewellery,3.84,128.6,30.2,977.34,22.7,10
PNGJL,21,Jewellery,6.28,161.7,NA,2406.85,20.2,NA
MOKSH,18,Jewellery,0.3,7.1,-14.3,117.3,-26,38
RAJESHEXPO,6,Jewellery,1.54,220.8,-3.8,66923.68,10.9,75.8
SENCO,6,Jewellery,2.03,-6.5,-85.9,2023.09,38.7,22.5
BIL,89,Leisure Products,-1.24,-119.7,51.6,262.97,-11.1,32.5
SAFARI,67,Leisure Products,6.37,4.9,-30.1,442.71,-3.3,14
DELTACORP,28,Leisure Products,1.33,31.7,3.1,194.33,3.5,-7.5
BCONCEPTS,12,Leisure Products,1.59,-0.6,-44.2,66.9,-5.3,2
VIPIND,9,Leisure Products,-0.87,62.5,-250,501.07,-7.9,-8.3
HDFCLIFE,77,Life Insurance,1.96,-3.4,14.6,17300.27,-39.3,-35.8
MFSL,75,Life Insurance,1.62,-50.3,-63,8923.21,-33.3,-27.8
SBILIFE,68,Life Insurance,5.5,4,71.3,18861.98,-53.2,-51.7
ICICIPRULI,55,Life Insurance,2.25,28.6,42.4,4536.44,-82,-82.8
LICI,35,Life Insurance,17.4,42.3,16.2,203751.32,-11.8,-4.8
SVLL,98,Logistics,0.33,1200,-64.9,36.87,6.5,19.6
BLACKBUCK,95,Logistics,-2.72,100,NA,113.98,15.4,NA
TCI,78,Logistics,12.95,-5.3,25.5,1147.1,2.3,14.5
AEGISLOG,76,Logistics,3.54,-1.4,-6.6,1706.99,-2.5,-8.9
TARACHAND,73,Logistics,0.66,-28.3,40.4,64.36,14.5,44.8
OBCL,69,Logistics,0.38,-32.1,-54.8,92.49,15.9,NA
RITCO,64,Logistics,4.6,13.9,23.3,312.93,12.1,30.9
MAHESHWARI,60,Logistics,1.02,-33.8,0,230.03,2.3,-15.2
VRLLOG,58,Logistics,6.79,65.2,314,825.22,3.2,12
ACCURACY,52,Logistics,0.06,50,150,254.24,0.4,35.6
TOTAL,51,Logistics,1.84,NA,222.8,175.02,NA,52.6
BLUEDART,47,Logistics,34.14,28.9,-9.1,1511.69,4.4,9.3
NAVKARCORP,42,Logistics,-0.76,-442.9,17.4,129.48,-2.7,10.8
TVSSCS,41,Logistics,-0.56,-366.7,-300,2444.62,-2.7,10
NECCLTD,34,Logistics,0.2,-33.3,-44.4,81.05,-1.1,-5.4
JETFREIGHT,33,Logistics,0.34,161.5,-64.9,94.07,7.5,3.8
CONCOR,23,Logistics,6.02,0.3,9.1,2208.31,-3.5,-0.1
TCIEXP,20,Logistics,5.39,-21.5,-36.4,296.32,-4.9,-5
GATEWAY,17,Logistics,9.11,546.1,611.7,402.52,4.9,5
SNOWMAN,16,Logistics,-0.04,-180,-112.1,131.85,-8.1,6.2
FSC,15,Logistics,NA,NA,NA,NA,NA,NA
PATINTLOG,15,Logistics,0.31,3.3,0,89.74,6.5,16.7
ARSHIYA,12,Logistics,NA,NA,NA,NA,NA,NA
DELHIVERY,12,Logistics,0.34,126.7,61.9,2378.3,8.6,8.4
RUCHINFRA,12,Logistics,-0.05,-150,-141.7,13.39,-10.6,-9.3
MAHLOG,12,Logistics,-1.25,15.5,46.6,1594.2,4.8,14.1
GKWLIMITED,11,Logistics,-52.03,-566.6,-584.5,1.36,-90.6,-86.7
ACLGATI,10,Logistics,0.11,450,-93.7,440.55,3.3,3.8
WCIL,7,Logistics,1.29,-30.6,NA,443,2.7,NA
SICALLOG,4,Logistics,-0.71,29.7,-140.1,49.81,1.8,9.5
ALLCARGO,2,Logistics,0.1,-71.4,-47.4,4105.74,-4.5,27.8
AVG,2,Logistics,3.69,-3.9,-11.7,142.32,2.8,14
GULFOILLUB,88,Lubricants,19.91,16.1,20.7,904.88,6.5,10.7
CASTROLIND,87,Lubricants,2.74,29.9,8.3,1353.89,5.1,7.1
VEEDOL,47,Lubricants,21.43,7.9,10.7,482.42,1.3,-2.8
ORTEL,92,Media-Diversified,NA,NA,NA,NA,NA,NA
NDLVENTURE,52,Media-Diversified,0.02,-66.7,-81.8,0,NA,NA
BAGFILMS,16,Media-Diversified,0.05,66.7,-28.6,31.12,-9.8,33.9
BTML,14,Media-Diversified,0.11,-21.4,120,16.87,20.2,29.9
NETWORK18,3,Media-Diversified,-9.31,-1377.8,-2287.2,1360.5,-25.5,-23.3
DISHTV,1,Media-Diversified,-0.25,-31.6,-516.7,373.03,-5.7,-20.7
TVVISION,0,Media-Diversified,-1.8,-26.8,23.1,9.72,-23,-22.4
DNAMEDIA,78,Media-Periodicals,0.22,-43.6,-59.3,1.71,-40.6,-37.4
ERIS,85,Medical-BiomedBiotech,6.14,-8.9,-19.3,727.45,-1.9,49.6
BIOCON,76,Medical-BiomedBiotech,0.21,275,-96.2,3821.4,6.4,-3.3
CONCORDBIO,76,Medical-BiomedBiotech,7.08,-24.9,-2.1,244.22,-21.3,1.4
SIGACHI,19,Medical-BiomedBiotech,0.64,-3,28,139.42,11.6,25.6
SPARC,4,Medical-BiomedBiotech,-2.46,25.9,17.2,14.91,15.6,7
BAJAJHCARE,98,Medical-Diversified,3.71,23.7,622.5,122.79,-7.8,13
ZOTA,97,Medical-Diversified,-6.82,-54.6,-531.5,72.12,7.2,53.4
JAGSNPHARM,94,Medical-Diversified,4.82,178.6,703.3,74.03,-0.9,56.4
SMSLIFE,94,Medical-Diversified,18.09,17,26.6,84.6,7.8,17.3
MEDICO,93,Medical-Diversified,0.32,68.4,23.1,39.49,0.3,32.3
NEULANDLAB,93,Medical-Diversified,79.18,209.3,24.7,398.03,28,1.3
ASTRAZEN,92,Medical-Diversified,12.34,-19.8,93.4,440.29,7.9,44
LAURUSLABS,91,Medical-Diversified,1.71,350,249,1415.05,15.6,18.4
GLAXO,90,Medical-Diversified,13.57,-9,389.9,949.42,-6.1,17.9
RPGLIFE,90,Medical-Diversified,21.12,731.5,32,172.71,0.3,12.3
UNICHEMLAB,88,Medical-Diversified,8.22,89.4,-31.6,533.09,15.3,22.7
PPLPHARMA,87,Medical-Diversified,0.03,-83.3,-62.5,2204.22,-1.7,12.5
INNOVACAP,87,Medical-Diversified,5.98,-2.3,33.8,316.46,-0.6,4.6
ABBOTINDIA,86,Medical-Diversified,169.78,0.6,16,1614.28,-1.1,12.3
HIKAL,86,Medical-Diversified,1.39,-6.1,1.5,447.7,-1.2,0
SHILPAMED,85,Medical-Diversified,3.25,76.6,415.9,319.32,-7.1,11.3
JUBLPHARMA,84,Medical-Diversified,6.33,-2,48.9,1821.7,4,8.6
SEQUENT,81,Medical-Diversified,0.14,40,-65,390.81,6,18.6
SUVEN,80,Medical-Diversified,-1.79,21.5,3.2,1.61,-37.8,-36.9
SANOFICONR,79,Medical-Diversified,19.24,-1.5,-34.7,170.7,6.7,-24
DCAL,75,Medical-Diversified,0.3,-85.8,108,682.34,-13.5,4.8
MARKSANS,73,Medical-Diversified,2.31,8.5,20.9,681.85,6.2,16.3
SYNCOMF,73,Medical-Diversified,0.14,7.7,-6.7,127.03,25.1,100.4
