Stock Name,Quarterly Results Date,QoQ % Net Profit Latest,QoQ % EPS Latest,YoY% EPS Latest,QoQ % Sales Latest,YoY % Sales Latest
MASTEK,16/01/2025,-26.4,-26.4,24.9,0.2,10.9
METROBRAND,16/01/2025,32.4,35.9,-3.3,20.1,10.6
PLASTIBLEN,16/01/2025,6,6.2,1.6,-0.5,-6.5
RADHIKAJWE,16/01/2025,114.2,112.1,45.1,56.7,17.2
RELIANCE,16/01/2025,13.5,11.9,7.4,3.6,6.6
SHEKHAWATI,16/01/2025,-41.9,-41.3,238.5,-14.5,15.7
SHEMAROO,16/01/2025,-40.9,-38.6,-21,1.4,5.3
SPENCERS,16/01/2025,45.7,45.7,7.6,-0.2,-21
SWSOLAR,16/01/2025,99.1,106.5,123.4,78.3,215.2
AEROFLEX,15/01/2025,8.7,9.5,64.3,3.6,32.4
AIIL,15/01/2025,-36.1,-36,-10.3,-43.5,-10.6
CEATLTD,15/01/2025,-20.1,-20.3,-46.5,-0.1,11.4
DBSTOCKBRO,15/01/2025,-30.9,-29.3,-68.5,-26.2,-30.8
HDFCLIFE,15/01/2025,-3.2,-3.4,14.6,-39.3,-35.8
IEL,15/01/2025,82.2,81.7,-22.2,0.5,-11.9
KRISHANA,15/01/2025,22.5,22.4,398.5,1.1,32
LTTS,15/01/2025,2.7,2.6,-6.4,3.7,12.3
MAHABANK,15/01/2025,5.9,-2.1,25.2,5.1,22.3
MAHEPC,15/01/2025,330.1,329.3,278.3,62.8,1.4
MAHSCOOTER,15/01/2025,-97.8,-97.8,232.2,-96.5,-9.1
MBAPL,15/01/2025,29,29.1,1260,1.9,16.4
NELCO,15/01/2025,20.7,20.6,-19.6,-2.2,-3
OFSS,15/01/2025,-6.3,-6.4,-27.1,2.5,-5.9
ORIENTHOT,15/01/2025,157.3,168.8,-17.3,18,19.4
PSB,15/01/2025,17.7,20,147.1,7,17.7
RIIL,15/01/2025,-12.5,-12.6,-24.6,0.9,-17.3
VIJIFIN,15/01/2025,58.3,50,NA,-3.3,15.7
HATHWAY,14/01/2025,-47.2,-46.7,-38.5,-0.3,1.3
HDFCAMC,14/01/2025,11.2,11.1,31.3,5.3,39.2
NETWORK18,14/01/2025,-819.4,-1377.8,-2287.2,-25.5,-23.3
SHOPERSTOP,14/01/2025,354,355.4,41.8,23.7,11.5
ANANDRATHI,13/01/2025,1.3,-49,-33,-2.2,29.9
ANGELONE,13/01/2025,-33.5,-33.6,0.6,-16.7,19.2
DELTACORP,13/01/2025,32.4,31.7,3.1,3.5,-7.5
DEN,13/01/2025,-18.8,-22.9,-15.2,4.7,-4.5
HCLTECH,13/01/2025,8.4,8.3,5,3.6,5.1
HSCL,13/01/2025,4,5.1,16.6,0.3,8.4
MARATHON,13/01/2025,-0.9,-1.3,-4.6,-15.5,-41.4
URJA,13/01/2025,51.4,0,-50,3.6,84.5
DMART,11/01/2025,9.7,9.7,4.8,10.6,17.7
SANGINITA,11/01/2025,-36.4,-37.5,-72.2,0.3,111
CESC,10/01/2025,-24.4,-25.1,-5.7,-24.2,9.8
EMBDL,10/01/2025,-7.9,-7.9,149.3,13.2,176.8
GNA,10/01/2025,-11.2,-11.3,11.7,-3.2,5
INFOMEDIA,10/01/2025,-3.5,0,5.3,NA,NA
JUSTDIAL,10/01/2025,-14.8,-14.8,42.7,0.9,8.4
PCBL,10/01/2025,-24.6,-24.5,-37,-7.1,21.3
SHAH,10/01/2025,20.5,25,150,-18,208.8
YAARI,10/01/2025,0.7,1.8,-48.6,NA,100
GTPL,09/01/2025,-30,-21.7,-57.3,3.7,4.3
IREDA,09/01/2025,9.7,9,14.5,4.2,35.6
SHRENIK,09/01/2025,-240,-100,NA,-4.5,-55.8
TATAELXSI,09/01/2025,-13.3,-13.3,-3.8,-1.7,2.7
TCS,09/01/2025,4.1,3.9,13,-0.4,5.6
TPHQ,09/01/2025,-68.5,-100,NA,-35.1,-27.2
TARIL,08/01/2025,20.8,-39.7,65.5,21.2,51.4
GMBREW,07/01/2025,1.2,1.4,-2.9,11.3,5.6
